구분,자동차용경유
2023년07월22일,1403.99
2023년07월23일,1404.85
2023년07월24일,1407.77
2023년07월25일,1411.16
2023년07월26일,1415.32
2023년07월27일,1419.93
2023년07월28일,1425.59
2023년07월29일,1431.45
2023년07월30일,1434.38
2023년07월31일,1439.18
2023년08월01일,1450.36
2023년08월02일,1460.58
2023년08월03일,1472.50
2023년08월04일,1484.58
2023년08월05일,1496.74
2023년08월06일,1502.55
2023년08월07일,1512.45
2023년08월08일,1527.48
2023년08월09일,1539.41
2023년08월10일,1548.16
2023년08월11일,1559.17
2023년08월12일,1568.97
2023년08월13일,1573.66
2023년08월14일,1581.61
2023년08월15일,1589.29
2023년08월16일,1595.50
2023년08월17일,1601.41
2023년08월18일,1606.03
2023년08월19일,1609.58
2023년08월20일,1611.37
2023년08월21일,1614.83
2023년08월22일,1618.29
2023년08월23일,1621.28
2023년08월24일,1622.94
2023년08월25일,1624.63
2023년08월26일,1625.98
2023년08월27일,1626.59
2023년08월28일,1628.23
2023년08월29일,1630.41
2023년08월30일,1631.95
2023년08월31일,1632.95
2023년09월01일,1635.25
2023년09월02일,1636.43
2023년09월03일,1637.07
2023년09월04일,1638.62
2023년09월05일,1640.25
2023년09월06일,1642.31
2023년09월07일,1644.66
2023년09월08일,1646.94
2023년09월09일,1648.81
2023년09월10일,1649.90
2023년09월11일,1652.38
2023년09월12일,1655.12
2023년09월13일,1658.12
2023년09월14일,1660.96
2023년09월15일,1664.78
2023년09월16일,1668.01
2023년09월17일,1669.35
2023년09월18일,1672.87
2023년09월19일,1677.59
2023년09월20일,1680.89
2023년09월21일,1683.28
2023년09월22일,1685.66
2023년09월23일,1687.48
2023년09월24일,1688.56
2023년09월25일,1690.88
2023년09월26일,1692.69
2023년09월27일,1694.80
2023년09월28일,1696.81
2023년09월29일,1697.71
2023년09월30일,1698.02
2023년10월01일,1698.67
2023년10월02일,1699.64
2023년10월03일,1699.92
2023년10월04일,1701.16
2023년10월05일,1701.32
2023년10월06일,1700.21
2023년10월07일,1698.57
2023년10월08일,1697.65
2023년10월09일,1697.40
2023년10월10일,1696.84
2023년10월11일,1695.51
2023년10월12일,1694.19
2023년10월13일,1692.61
2023년10월14일,1691.18
2023년10월15일,1690.63
2023년10월16일,1690.58
2023년10월17일,1689.39
2023년10월18일,1688.47
2023년10월19일,1687.55
2023년10월20일,1686.94
2023년10월21일,1686.19
2023년10월22일,1685.83
2023년10월23일,1685.87
2023년10월24일,1684.84
2023년10월25일,1683.72
2023년10월26일,1682.13
2023년10월27일,1680.56
2023년10월28일,1679.05
2023년10월29일,1678.57
2023년10월30일,1678.22
2023년10월31일,1676.81
2023년11월01일,1674.06
2023년11월02일,1671.90
2023년11월03일,1669.63
2023년11월04일,1667.34
2023년11월05일,1666.35
2023년11월06일,1665.02
2023년11월07일,1662.30
2023년11월08일,1659.13
2023년11월09일,1654.42
2023년11월10일,1649.54
2023년11월11일,1644.71
2023년11월12일,1642.90
2023년11월13일,1639.77
2023년11월14일,1634.11
2023년11월15일,1629.52
2023년11월16일,1625.31
2023년11월17일,1620.97
2023년11월18일,1617.47
2023년11월19일,1615.80
2023년11월20일,1613.14
2023년11월21일,1606.50
2023년11월22일,1604.08
2023년11월23일,1599.59
2023년11월24일,1595.82
2023년11월25일,1592.69
2023년11월26일,1590.93
2023년11월27일,1588.73
2023년11월28일,1584.98
2023년11월29일,1581.53
2023년11월30일,1578.74
2023년12월01일,1575.30
2023년12월02일,1572.74
2023년12월03일,1571.37
2023년12월04일,1568.98
2023년12월05일,1564.05
2023년12월06일,1559.64
2023년12월07일,1554.89
2023년12월08일,1550.00
2023년12월09일,1545.93
2023년12월10일,1544.09
2023년12월11일,1540.52
2023년12월12일,1534.59
2023년12월13일,1529.15
2023년12월14일,1524.42
2023년12월15일,1520.04
2023년12월16일,1516.46
2023년12월17일,1515.14
2023년12월18일,1512.61
2023년12월19일,1508.88
2023년12월20일,1506.42
2023년12월21일,1504.71
2023년12월22일,1503.91
2023년12월23일,1502.55
2023년12월24일,1501.79
2023년12월25일,1501.33
2023년12월26일,1500.25
2023년12월27일,1499.03
2023년12월28일,1498.23
2023년12월29일,1497.25
2023년12월30일,1495.66
2023년12월31일,1495.21
2024년01월01일,1493.91
2024년01월02일,1492.73
2024년01월03일,1490.43
2024년01월04일,1488.53
2024년01월05일,1487.12
2024년01월06일,1485.60
2024년01월07일,1484.93
2024년01월08일,1484.69
2024년01월09일,1482.92
2024년01월10일,1481.13
2024년01월11일,1479.42
2024년01월12일,1477.97
2024년01월13일,1476.52
2024년01월14일,1475.79
2024년01월15일,1475.69
2024년01월16일,1474.92
2024년01월17일,1473.81
2024년01월18일,1473.13
2024년01월19일,1472.88
2024년01월20일,1472.23
2024년01월21일,1471.83
2024년01월22일,1472.33
2024년01월23일,1472.73
2024년01월24일,1473.44
2024년01월25일,1474.84
2024년01월26일,1476.59
2024년01월27일,1479.00
2024년01월28일,1479.93
2024년01월29일,1482.78
2024년01월30일,1485.69
2024년01월31일,1488.71
2024년02월01일,1492.46
2024년02월02일,1494.65
2024년02월03일,1496.17
2024년02월04일,1496.80
2024년02월05일,1498.80
2024년02월06일,1501.49
2024년02월07일,1503.02
2024년02월08일,1504.95
2024년02월09일,1507.24
2024년02월10일,1508.21
2024년02월11일,1508.97
2024년02월12일,1509.79
2024년02월13일,1511.70
2024년02월14일,1514.78
2024년02월15일,1517.99
2024년02월16일,1521.15
2024년02월17일,1523.81
2024년02월18일,1524.81
2024년02월19일,1527.80
2024년02월20일,1530.36
2024년02월21일,1531.75
2024년02월22일,1533.00
2024년02월23일,1534.43
2024년02월24일,1535.15
2024년02월25일,1535.47
2024년02월26일,1536.69
2024년02월27일,1537.39
2024년02월28일,1537.92
2024년02월29일,1538.27
2024년03월01일,1538.71
2024년03월02일,1538.85
2024년03월03일,1539.03
2024년03월04일,1540.04
2024년03월05일,1540.41
2024년03월06일,1540.52
2024년03월07일,1540.55
2024년03월08일,1540.40
2024년03월09일,1540.00
2024년03월10일,1539.86
2024년03월11일,1540.23
2024년03월12일,1539.94
2024년03월13일,1539.49
2024년03월14일,1539.10
2024년03월15일,1538.84
2024년03월16일,1538.40
2024년03월17일,1538.09
2024년03월18일,1538.60
2024년03월19일,1537.93
2024년03월20일,1538.10
2024년03월21일,1538.15
2024년03월22일,1538.30
2024년03월23일,1537.77
2024년03월24일,1537.60
2024년03월25일,1538.26
2024년03월26일,1538.26
2024년03월27일,1538.43
2024년03월28일,1538.28
2024년03월29일,1538.45
2024년03월30일,1538.70
2024년03월31일,1538.86
2024년04월01일,1539.66
2024년04월02일,1540.12
2024년04월03일,1540.52
2024년04월04일,1541.82
2024년04월05일,1543.91
2024년04월06일,1545.69
2024년04월07일,1546.75
2024년04월08일,1549.48
2024년04월09일,1552.18
2024년04월10일,1553.70
2024년04월11일,1554.39
2024년04월12일,1556.11
2024년04월13일,1557.37
2024년04월14일,1558.27
2024년04월15일,1560.77
2024년04월16일,1562.85
2024년04월17일,1564.39
2024년04월18일,1565.48
2024년04월19일,1566.31
2024년04월20일,1566.46
2024년04월21일,1566.61
2024년04월22일,1566.71
2024년04월23일,1566.58
2024년04월24일,1566.85
2024년04월25일,1566.90
2024년04월26일,1566.87
2024년04월27일,1566.52
2024년04월28일,1566.42
2024년04월29일,1566.79
2024년04월30일,1566.61
2024년05월01일,1565.91
2024년05월02일,1565.53
2024년05월03일,1564.75
2024년05월04일,1563.41
2024년05월05일,1562.77
2024년05월06일,1562.47
2024년05월07일,1561.64
2024년05월08일,1559.69
2024년05월09일,1557.31
2024년05월10일,1555.02
2024년05월11일,1552.59
2024년05월12일,1551.45
2024년05월13일,1549.40
2024년05월14일,1546.05
2024년05월15일,1543.62
2024년05월16일,1541.71
2024년05월17일,1539.03
2024년05월18일,1535.89
2024년05월19일,1534.76
2024년05월20일,1532.88
2024년05월21일,1529.50
2024년05월22일,1526.39
2024년05월23일,1523.07
2024년05월24일,1520.09
2024년05월25일,1517.61
2024년05월26일,1516.36
2024년05월27일,1514.70
2024년05월28일,1511.65
2024년05월29일,1509.36
2024년05월30일,1507.42
2024년05월31일,1505.54
2024년06월01일,1502.62
2024년06월02일,1501.70
2024년06월03일,1500.45
2024년06월04일,1497.91
2024년06월05일,1495.01
2024년06월06일,1492.49
2024년06월07일,1490.85
2024년06월08일,1488.70
2024년06월09일,1487.65
2024년06월10일,1486.14
2024년06월11일,1483.48
2024년06월12일,1481.37
2024년06월13일,1480.16
2024년06월14일,1479.12
2024년06월15일,1478.58
2024년06월16일,1478.02
2024년06월17일,1477.93
2024년06월18일,1477.68
2024년06월19일,1478.00
2024년06월20일,1478.52
2024년06월21일,1479.38
2024년06월22일,1480.94
2024년06월23일,1481.58
2024년06월24일,1483.55
2024년06월25일,1486.02
2024년06월26일,1488.69
2024년06월27일,1491.92
2024년06월28일,1495.18
2024년06월29일,1499.60
2024년06월30일,1502.88
2024년07월01일,1511.73
2024년07월02일,1516.22
2024년07월03일,1519.53
2024년07월04일,1524.84
2024년07월05일,1528.95
2024년07월06일,1532.71
2024년07월07일,1534.33
2024년07월08일,1538.36
2024년07월09일,1541.87
2024년07월10일,1543.44
2024년07월11일,1544.73
2024년07월12일,1546.05
2024년07월13일,1546.79
2024년07월14일,1547.09
2024년07월15일,1548.59
2024년07월16일,1548.83
2024년07월17일,1549.23
2024년07월18일,1549.44
2024년07월19일,1550.02
2024년07월20일,1549.81
2024년07월21일,1549.77
2024년07월22일,1550.54
2024년07월23일,1550.59
2024년07월24일,1550.22
2024년07월25일,1549.97
2024년07월26일,1549.59
2024년07월27일,1548.94
2024년07월28일,1548.81
2024년07월29일,1549.11
2024년07월30일,1548.59
2024년07월31일,1547.88
2024년08월01일,1547.06
2024년08월02일,1546.96
2024년08월03일,1546.08
2024년08월04일,1545.77
2024년08월05일,1545.59
2024년08월06일,1544.30
2024년08월07일,1542.62
2024년08월08일,1541.15
2024년08월09일,1539.69
2024년08월10일,1537.85
2024년08월11일,1537.06
2024년08월12일,1536.02
2024년08월13일,1534.35
2024년08월14일,1533.09
2024년08월15일,1532.19
2024년08월16일,1531.77
2024년08월17일,1530.64
2024년08월18일,1530.03
2024년08월19일,1529.64
2024년08월20일,1527.40
2024년08월21일,1524.55
2024년08월22일,1521.15
2024년08월23일,1517.69
2024년08월24일,1515.24
2024년08월25일,1514.07
2024년08월26일,1512.46
2024년08월27일,1510.15
2024년08월28일,1508.18
2024년08월29일,1506.02
2024년08월30일,1503.83
2024년08월31일,1501.85
2024년09월01일,1500.53
2024년09월02일,1498.88
2024년09월03일,1496.54
2024년09월04일,1493.27
2024년09월05일,1489.49
2024년09월06일,1486.26
2024년09월07일,1482.78
2024년09월08일,1481.37
2024년09월09일,1478.58
2024년09월10일,1473.95
2024년09월11일,1468.18
2024년09월12일,1463.45
2024년09월13일,1459.38
2024년09월14일,1455.65
2024년09월15일,1454.06
2024년09월16일,1452.92
2024년09월17일,1451.71
2024년09월18일,1450.25
2024년09월19일,1447.78
2024년09월20일,1444.03
2024년09월21일,1441.64
2024년09월22일,1440.22
2024년09월23일,1438.19
2024년09월24일,1435.06
2024년09월25일,1432.49
2024년09월26일,1429.96
2024년09월27일,1427.87
2024년09월28일,1425.01
2024년09월29일,1423.72
2024년09월30일,1423.10
2024년10월01일,1419.81
2024년10월02일,1418.28
2024년10월03일,1416.74
2024년10월04일,1416.23
2024년10월05일,1415.44
2024년10월06일,1415.12
2024년10월07일,1415.63
2024년10월08일,1416.55
2024년10월09일,1417.49
2024년10월10일,1418.08
2024년10월11일,1418.91
2024년10월12일,1419.49
2024년10월13일,1419.74
2024년10월14일,1421.39
2024년10월15일,1422.05
2024년10월16일,1422.16
2024년10월17일,1422.04
2024년10월18일,1421.97
2024년10월19일,1421.58
2024년10월20일,1421.48
2024년10월21일,1422.31
2024년10월22일,1422.06
2024년10월23일,1422.51
2024년10월24일,1423.19
2024년10월25일,1424.77
2024년10월26일,1426.19
2024년10월27일,1426.59
2024년10월28일,1428.15
2024년10월29일,1428.85
2024년10월30일,1429.67
2024년10월31일,1430.27
2024년11월01일,1434.33
2024년11월02일,1436.05
2024년11월03일,1436.75
2024년11월04일,1438.87
2024년11월05일,1441.11
2024년11월06일,1444.48
2024년11월07일,1447.57
2024년11월08일,1450.91
2024년11월09일,1454.17
2024년11월10일,1455.00
2024년11월11일,1457.93
2024년11월12일,1459.68
2024년11월13일,1461.83
2024년11월14일,1463.17
2024년11월15일,1464.58
2024년11월16일,1464.99
2024년11월17일,1465.01
2024년11월18일,1466.88
2024년11월19일,1467.64
2024년11월20일,1468.78
2024년11월21일,1470.07
2024년11월22일,1471.51
2024년11월23일,1472.42
2024년11월24일,1472.80
2024년11월25일,1474.66
2024년11월26일,1476.03
2024년11월27일,1477.29
2024년11월28일,1478.28
2024년11월29일,1479.13
2024년11월30일,1479.48
2024년12월01일,1479.82
2024년12월02일,1481.47
2024년12월03일,1482.06
2024년12월04일,1483.46
2024년12월05일,1484.70
2024년12월06일,1486.16
2024년12월07일,1486.59
2024년12월08일,1486.77
2024년12월09일,1488.08
2024년12월10일,1489.16
2024년12월11일,1490.24
2024년12월12일,1491.56
2024년12월13일,1492.81
2024년12월14일,1493.59
2024년12월15일,1494.04
2024년12월16일,1496.06
2024년12월17일,1497.60
2024년12월18일,1499.25
2024년12월19일,1500.66
2024년12월20일,1502.57
2024년12월21일,1503.33
2024년12월22일,1503.94
2024년12월23일,1505.93
2024년12월24일,1507.48
2024년12월25일,1508.73
2024년12월26일,1510.10
2024년12월27일,1511.86
2024년12월28일,1512.54
2024년12월29일,1513.19
2024년12월30일,1514.67
2024년12월31일,1516.02
2025년01월01일,1517.73
2025년01월02일,1519.77
2025년01월03일,1522.32
2025년01월04일,1525.02
2025년01월05일,1526.36
2025년01월06일,1529.71
2025년01월07일,1533.66
2025년01월08일,1537.02
2025년01월09일,1540.59
2025년01월10일,1543.41
2025년01월11일,1546.23
2025년01월12일,1547.82
2025년01월13일,1551.83
2025년01월14일,1556.39
2025년01월15일,1561.72
2025년01월16일,1566.93
2025년01월17일,1572.31
2025년01월18일,1575.94
2025년01월19일,1577.78
2025년01월20일,1581.79
2025년01월21일,1585.78
2025년01월22일,1589.54
2025년01월23일,1591.84
2025년01월24일,1593.77
2025년01월25일,1595.10
2025년01월26일,1595.55
2025년01월27일,1596.79
2025년01월28일,1597.01
2025년01월29일,1597.04
2025년01월30일,1597.01
2025년01월31일,1597.53
2025년02월01일,1597.51
2025년02월02일,1597.33
2025년02월03일,1597.71
2025년02월04일,1597.84
2025년02월05일,1597.81
2025년02월06일,1597.94
2025년02월07일,1597.82
2025년02월08일,1597.25
2025년02월09일,1596.91
2025년02월10일,1597.39
2025년02월11일,1596.65
2025년02월12일,1596.19
2025년02월13일,1595.69
2025년02월14일,1595.17
2025년02월15일,1594.37
2025년02월16일,1594.00
2025년02월17일,1594.09
2025년02월18일,1593.26
2025년02월19일,1592.53
2025년02월20일,1591.85
2025년02월21일,1591.23
2025년02월22일,1590.41
2025년02월23일,1590.03
2025년02월24일,1590.14
2025년02월25일,1589.34
2025년02월26일,1588.33
2025년02월27일,1587.30
2025년02월28일,1586.30
2025년03월01일,1584.46
2025년03월02일,1583.79
2025년03월03일,1583.55
2025년03월04일,1582.69
2025년03월05일,1580.89
2025년03월06일,1578.28
2025년03월07일,1575.56
2025년03월08일,1572.11
2025년03월09일,1571.06
2025년03월10일,1569.85
2025년03월11일,1565.33
2025년03월12일,1561.88
2025년03월13일,1558.41
2025년03월14일,1555.50
2025년03월15일,1552.97
2025년03월16일,1551.71
2025년03월17일,1550.10
2025년03월18일,1547.62
2025년03월19일,1545.44
2025년03월20일,1543.39
2025년03월21일,1541.64
2025년03월22일,1539.30
2025년03월23일,1538.56
2025년03월24일,1538.07
2025년03월25일,1536.25
2025년03월26일,1534.94
2025년03월27일,1533.90
2025년03월28일,1533.31
2025년03월29일,1531.95
2025년03월30일,1531.63
2025년03월31일,1531.83
2025년04월01일,1531.55
2025년04월02일,1531.57
2025년04월03일,1531.53
2025년04월04일,1530.95
2025년04월05일,1529.10
2025년04월06일,1528.46
2025년04월07일,1527.65
2025년04월08일,1525.17
2025년04월09일,1522.40
2025년04월10일,1520.01
2025년04월11일,1517.50
2025년04월12일,1515.50
2025년04월13일,1514.76
2025년04월14일,1513.56
2025년04월15일,1511.40
2025년04월16일,1509.05
2025년04월17일,1507.15
2025년04월18일,1505.83
2025년04월19일,1503.82
2025년04월20일,1503.40
2025년04월21일,1503.25
2025년04월22일,1501.93
2025년04월23일,1501.50
2025년04월24일,1501.09
2025년04월25일,1501.12
2025년04월26일,1500.70
2025년04월27일,1500.53
2025년04월28일,1501.47
2025년04월29일,1501.78
2025년04월30일,1502.58
2025년05월01일,1505.70
2025년05월02일,1506.94
2025년05월03일,1506.76
2025년05월04일,1506.89
2025년05월05일,1507.24
2025년05월06일,1506.51
2025년05월07일,1506.67
2025년05월08일,1505.77
2025년05월09일,1504.96
2025년05월10일,1503.77
2025년05월11일,1503.45
2025년05월12일,1503.88
2025년05월13일,1503.40
2025년05월14일,1503.14
2025년05월15일,1502.83
2025년05월16일,1502.41
2025년05월17일,1501.29
2025년05월18일,1501.08
2025년05월19일,1501.82
2025년05월20일,1501.36
2025년05월21일,1500.90
2025년05월22일,1500.26
2025년05월23일,1499.81
2025년05월24일,1498.85
2025년05월25일,1498.53
2025년05월26일,1498.95
2025년05월27일,1498.30
2025년05월28일,1497.56
2025년05월29일,1496.61
2025년05월30일,1496.10
2025년05월31일,1494.79
2025년06월01일,1494.07
2025년06월02일,1494.22
2025년06월03일,1493.42
2025년06월04일,1493.31
2025년06월05일,1492.50
2025년06월06일,1491.84
2025년06월07일,1491.25
2025년06월08일,1490.80
2025년06월09일,1491.30
2025년06월10일,1490.84
2025년06월11일,1490.16
2025년06월12일,1489.89
2025년06월13일,1490.70
2025년06월14일,1491.90
2025년06월15일,1492.56
2025년06월16일,1495.35
2025년06월17일,1498.09
2025년06월18일,1500.45
2025년06월19일,1504.35
2025년06월20일,1508.95
2025년06월21일,1513.60
2025년06월22일,1516.37
2025년06월23일,1524.38
2025년06월24일,1531.11
2025년06월25일,1532.03
2025년06월26일,1532.19
2025년06월27일,1532.20
2025년06월28일,1531.72
2025년06월29일,1531.57
2025년06월30일,1531.97
2025년07월01일,1531.55
2025년07월02일,1531.21
2025년07월03일,1530.80
2025년07월04일,1530.76
2025년07월05일,1530.16
2025년07월06일,1529.93
2025년07월07일,1530.48
2025년07월08일,1530.29
2025년07월09일,1530.26
2025년07월10일,1530.24
2025년07월11일,1530.50
2025년07월12일,1530.18
2025년07월13일,1530.16
2025년07월14일,1531.10
2025년07월15일,1531.18
2025년07월16일,1530.98
2025년07월17일,1531.02
2025년07월18일,1530.97
2025년07월19일,1530.29
2025년07월20일,1530.66
2025년07월21일,1531.50
2025년07월22일,1531.83
2025년07월23일,1532.22
2025년07월24일,1532.65
2025년07월25일,1533.13
2025년07월26일,1532.91
2025년07월27일,1532.87
2025년07월28일,1533.98
2025년07월29일,1534.26
2025년07월30일,1534.77
2025년07월31일,1535.20
2025년08월01일,1536.27
2025년08월02일,1536.74
2025년08월03일,1537.06
2025년08월04일,1537.87
2025년08월05일,1538.72
2025년08월06일,1538.92
2025년08월07일,1539.00
2025년08월08일,1539.06
2025년08월09일,1538.57
2025년08월10일,1538.33
2025년08월11일,1538.79
2025년08월12일,1538.30
2025년08월13일,1537.92
2025년08월14일,1537.60
2025년08월15일,1536.98
2025년08월16일,1536.27
2025년08월17일,1536.22
2025년08월18일,1536.47
2025년08월19일,1535.67
2025년08월20일,1534.88
2025년08월21일,1534.22
2025년08월22일,1533.75
2025년08월23일,1532.86
2025년08월24일,1532.46
2025년08월25일,1533.11
2025년08월26일,1532.93
2025년08월27일,1532.71
2025년08월28일,1532.27
2025년08월29일,1531.93
2025년08월30일,1531.21
2025년08월31일,1530.94
2025년09월01일,1531.28
2025년09월02일,1530.90
2025년09월03일,1530.58
2025년09월04일,1530.49
2025년09월05일,1530.28
2025년09월06일,1529.66
2025년09월07일,1529.49
2025년09월08일,1530.21
2025년09월09일,1530.41
2025년09월10일,1530.43
2025년09월11일,1530.37
2025년09월12일,1530.33
2025년09월13일,1529.58
2025년09월14일,1529.47
2025년09월15일,1530.15
2025년09월16일,1530.04
2025년09월17일,1530.27
2025년09월18일,1530.50
2025년09월19일,1530.89
2025년09월20일,1530.31
2025년09월21일,1530.33
2025년09월22일,1531.12
2025년09월23일,1531.15
2025년09월24일,1531.04
2025년09월25일,1531.09
2025년09월26일,1531.53
2025년09월27일,1531.20
2025년09월28일,1531.29
2025년09월29일,1532.46
2025년09월30일,1533.12
2025년10월01일,1533.87
2025년10월02일,1534.49
2025년10월03일,1534.97
2025년10월04일,1535.06
2025년10월05일,1535.20
2025년10월06일,1535.77
2025년10월07일,1535.90
2025년10월08일,1535.82
2025년10월09일,1535.36
2025년10월10일,1536.25
2025년10월11일,1535.68
2025년10월12일,1535.48
2025년10월13일,1536.30
2025년10월14일,1535.86
2025년10월15일,1535.67
2025년10월16일,1535.58
2025년10월17일,1535.35
2025년10월18일,1534.52
2025년10월19일,1534.30
2025년10월20일,1534.90
2025년10월21일,1534.86
2025년10월22일,1534.80
2025년10월23일,1534.87
2025년10월24일,1535.70
2025년10월25일,1536.22
2025년10월26일,1536.89
2025년10월27일,1539.56
2025년10월28일,1541.65
2025년10월29일,1543.90
2025년10월30일,1546.61
2025년10월31일,1549.94
2025년11월01일,1557.17
2025년11월02일,1559.77
2025년11월03일,1563.80
2025년11월04일,1568.31
2025년11월05일,1572.62
2025년11월06일,1576.42
2025년11월07일,1580.15
2025년11월08일,1584.05
2025년11월09일,1585.94
2025년11월10일,1591.06
2025년11월11일,1597.65
2025년11월12일,1604.44
2025년11월13일,1611.01
2025년11월14일,1617.52
2025년11월15일,1622.73
2025년11월16일,1625.90
2025년11월17일,1631.42
2025년11월18일,1636.97
2025년11월19일,1641.99
2025년11월20일,1646.54
2025년11월21일,1651.74
2025년11월22일,1654.97
2025년11월23일,1656.28
2025년11월24일,1659.37
2025년11월25일,1661.39
2025년11월26일,1662.32
2025년11월27일,1662.79
2025년11월28일,1663.15
2025년11월29일,1662.96
2025년11월30일,1662.84
2025년12월01일,1663.32
2025년12월02일,1662.98
2025년12월03일,1662.72
2025년12월04일,1662.58
2025년12월05일,1662.34
2025년12월06일,1661.60
2025년12월07일,1661.36
2025년12월08일,1661.58
2025년12월09일,1660.84
2025년12월10일,1659.89
2025년12월11일,1658.65
2025년12월12일,1657.45
2025년12월13일,1655.95
2025년12월14일,1655.36
2025년12월15일,1654.78
2025년12월16일,1653.02
2025년12월17일,1651.07
2025년12월18일,1649.03
2025년12월19일,1647.21
2025년12월20일,1645.29
2025년12월21일,1644.43
2025년12월22일,1643.60
2025년12월23일,1641.66
2025년12월24일,1640.03
2025년12월25일,1638.52
2025년12월26일,1637.89
2025년12월27일,1636.47
2025년12월28일,1636.00
2025년12월29일,1634.81
2025년12월30일,1633.19
2025년12월31일,1631.75
2026년01월01일,1629.58
2026년01월02일,1628.36
2026년01월03일,1626.08
2026년01월04일,1625.13
2026년01월05일,1623.45
2026년01월06일,1620.33
2026년01월07일,1616.97
2026년01월08일,1613.19
2026년01월09일,1610.13
2026년01월10일,1607.51
2026년01월11일,1606.37
2026년01월12일,1604.30
2026년01월13일,1601.30
2026년01월14일,1599.34
2026년01월15일,1597.38
2026년01월16일,1595.38
2026년01월17일,1593.40
2026년01월18일,1592.48
2026년01월19일,1591.67
2026년01월20일,1589.96
2026년01월21일,1588.33
2026년01월22일,1587.28
2026년01월23일,1586.31
2026년01월24일,1585.03
2026년01월25일,1584.76
2026년01월26일,1584.74
2026년01월27일,1583.85
2026년01월28일,1583.04
2026년01월29일,1582.45
2026년01월30일,1582.30
2026년01월31일,1582.00
2026년02월01일,1581.51
2026년02월02일,1582.14
2026년02월03일,1581.82
2026년02월04일,1581.53
2026년02월05일,1581.72
2026년02월06일,1581.77
2026년02월07일,1581.71
2026년02월08일,1581.48
2026년02월09일,1582.31
2026년02월10일,1582.91
2026년02월11일,1583.65
2026년02월12일,1584.58
2026년02월13일,1585.77
2026년02월14일,1586.41
2026년02월15일,1586.96
2026년02월16일,1587.60
2026년02월17일,1587.61
2026년02월18일,1587.54
2026년02월19일,1588.22
2026년02월20일,1589.88
2026년02월21일,1590.98
2026년02월22일,1591.35
2026년02월23일,1593.23
2026년02월24일,1594.22
2026년02월25일,1595.21
2026년02월26일,1596.23
2026년02월27일,1597.24
2026년02월28일,1597.86
2026년03월01일,1600.85
2026년03월02일,1607.39
2026년03월03일,1634.62
2026년03월04일,1728.77
2026년03월05일,1830.25
2026년03월06일,1887.33
2026년03월07일,1910.55
2026년03월08일,1917.73
2026년03월09일,1926.46
2026년03월10일,1931.62
2026년03월11일,1927.48
2026년03월12일,1918.97
2026년03월13일,1872.67
2026년03월14일,1847.91
2026년03월15일,1841.17
2026년03월16일,1831.80
2026년03월17일,1825.61
2026년03월18일,1821.77
2026년03월19일,1819.46
2026년03월20일,1817.68
2026년03월21일,1816.81
2026년03월22일,1816.26
2026년03월23일,1816.04
2026년03월24일,1815.53
2026년03월25일,1815.24
2026년03월26일,1815.80
2026년03월27일,1834.56
2026년03월28일,1849.96
2026년03월29일,1857.93
2026년03월30일,1873.23
2026년03월31일,1886.23
2026년04월01일,1901.66
2026년04월02일,1912.76
2026년04월03일,1923.11
2026년04월04일,1933.48
2026년04월05일,1939.17
2026년04월06일,1949.21
2026년04월07일,1959.82
2026년04월08일,1969.58
2026년04월09일,1977.80
2026년04월10일,1982.68
2026년04월11일,1985.20
2026년04월12일,1986.25
2026년04월13일,1988.80
2026년04월14일,1990.70
2026년04월15일,1992.05
2026년04월16일,1993.12
2026년04월17일,1994.22
2026년04월18일,1995.27
2026년04월19일,1995.67
2026년04월20일,1996.55
2026년04월21일,1997.69
2026년04월22일,1998.88
2026년04월23일,1999.84
2026년04월24일,2000.54
2026년04월25일,2001.54
2026년04월26일,2001.70
2026년04월27일,2002.39
2026년04월28일,2002.95
2026년04월29일,2003.25
2026년04월30일,2003.79
2026년05월01일,2004.23
